TransactionID,TransactionDate,PayorName,PayorAccountNumber,PayorBank,PayorRoutingNumber,PayeeName,PayeeAccountNumber,PayeeBank,PayeeRoutingNumber,TransactionType,Amount,Currency,Status
TRNA0D4795ABE,2025-06-10,Starbucks Corp.,5700083786,BMO Harris Bank (US),071000288,Boeing,7746976575,"TD Bank, N.A. (US)",031101266,RTP (Real-Time Payment),11982.78,USD,Completed
TRN21FC2E77D9,2025-08-15,AT&T,6926502263,BMO Harris Bank (US),071000288,McKesson,3467865555,"TD Bank, N.A. (US)",031101266,RTP (Real-Time Payment),24267.28,USD,Failed
TRNA6441FD534,2025-02-27,Walmart Inc.,2314130918,BMO Harris Bank (US),071000288,Verizon Communications,6441881878,Wells Fargo,121000248,ACH Credit,204954.43,USD,Pending
TRNAC9951F455,2025-06-13,Sysco Corporation,3688551275,PNC Bank,043000096,McKesson,1956689212,BMO Harris Bank (US),071000288,Domestic Wire,1903057.37,USD,Completed
TRNBD5B112546,2025-02-25,"Amazon.com, Inc.",2184295683,Wells Fargo,121000248,IBM,8378898803,BMO Harris Bank (US),071000288,ACH Credit,51802.51,USD,Completed
TRNEB6080D142,2025-07-10,Target Corp.,1540253063,BMO Harris Bank (US),071000288,Verizon Communications,7676258284,U.S. Bank,091000022,RTP (Real-Time Payment),13865.75,USD,Completed
TRN1E9C322146,2025-03-19,Delta Air Lines,6684401647,BMO Harris Bank (US),071000288,Chevron,9730250812,Wells Fargo,121000248,ACH Credit,98920.44,USD,Completed
TRN6ADC4FAFA7,2025-08-02,Cardinal Health,2879731144,PNC Bank,043000096,The Walt Disney Company,5001666425,BMO Harris Bank (US),071000288,Domestic Wire,3960802.12,USD,Completed
TRN978EA321DB,2025-03-08,Innovative Tech Solutions,4654949427,"TD Bank, N.A. (US)",031101266,Cardinal Health,6551537352,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),10735.60,USD,Completed
TRNB5D5274032,2025-09-02,American Tower Corp.,1046069947,BMO Harris Bank (US),071000288,Starbucks Corp.,9178644775,PNC Bank,043000096,RTP (Real-Time Payment),21763.36,USD,Completed
TRN358CD8386E,2025-12-06,Boeing,9767209076,BMO Harris Bank (US),071000288,McKesson,8818111822,"TD Bank, N.A. (US)",031101266,ACH Debit,154618.29,USD,Completed
TRN5E8F28F346,2025-04-23,Creative Marketing Group,2835416600,BMO Harris Bank (US),071000288,Intel Corp.,7752888990,Citibank,021000089,Domestic Wire,211418.72,USD,Completed
TRNB3E31E1DFD,2025-05-08,Global Logistics Partners,8817633710,BMO Harris Bank (US),071000288,The Home Depot,2577247216,U.S. Bank,091000022,ACH Debit,219416.19,USD,Pending
TRNAA95B0F55B,2025-06-02,Office Depot,3185910625,BMO Harris Bank (US),071000288,Cardinal Health,9754859195,PNC Bank,043000096,ACH Debit,227789.96,USD,Completed
TRN4A02EFDF1F,2025-05-05,Digital Realty Trust,1069533376,BMO Harris Bank (US),071000288,Office Depot,3032340261,JPMorgan Chase,021000021,ACH Debit,69282.26,USD,Failed
TRN3B4C7CB761,2025-11-12,PepsiCo,8541170567,Wells Fargo,121000248,Creative Marketing Group,3595973963,BMO Harris Bank (US),071000288,ACH Credit,187751.41,USD,Completed
TRN2D609AD233,2025-07-21,Sysco Corporation,7586912598,U.S. Bank,091000022,Cardinal Health,2896746781,BMO Harris Bank (US),071000288,Domestic Wire,921427.09,USD,Completed
TRN192E5EC054,2025-02-01,Precision Manufacturing Inc.,2670575594,JPMorgan Chase,021000021,Gordon Food Service,7903945272,BMO Harris Bank (US),071000288,Domestic Wire,1407765.79,USD,Completed
TRN16A247A3B1,2025-04-01,United Parcel Service (UPS),2829338253,U.S. Bank,091000022,Gordon Food Service,4384759819,BMO Harris Bank (US),071000288,ACH Credit,39167.73,USD,Completed
TRNACD6B164FF,2025-05-07,PayDay Services Inc.,1557053058,Bank of America,026009593,The Walt Disney Company,2756978820,BMO Harris Bank (US),071000288,ACH Credit,98782.06,USD,Completed
TRN62F68F6F03,2025-02-21,CVS Health,3045587025,Citibank,021000089,Walgreens Boots Alliance,2547042829,BMO Harris Bank (US),071000288,ACH Credit,135323.97,USD,Completed
TRN564B39E45A,2025-07-10,PayDay Services Inc.,2369971073,Wells Fargo,121000248,Intel Corp.,7492764269,BMO Harris Bank (US),071000288,ACH Credit,177016.16,USD,Completed
TRNC064375B35,2025-07-24,Verizon Communications,6596651902,Citibank,021000089,Alphabet Inc.,9996772247,BMO Harris Bank (US),071000288,Domestic Wire,4337883.56,USD,Completed
TRNB87B62D3E5,2025-08-24,Costco Wholesale,3882445230,BMO Harris Bank (US),071000288,General Motors,8755516724,PNC Bank,043000096,Domestic Wire,1191521.98,USD,Completed
TRNE6ED8118B5,2025-01-13,Intel Corp.,5935041892,"TD Bank, N.A. (US)",031101266,The Home Depot,2708407338,BMO Harris Bank (US),071000288,Domestic Wire,4089111.70,USD,Completed
TRNE4076CB799,2025-12-28,The Walt Disney Company,5210241572,BMO Harris Bank (US),071000288,Cisco Systems,7198729162,Citibank,021000089,RTP (Real-Time Payment),9097.30,USD,Completed
TRNB3A8940EFC,2025-12-02,Costco Wholesale,1940917071,BMO Harris Bank (US),071000288,The Home Depot,1099137398,Bank of America,026009593,ACH Credit,181153.25,USD,Pending
TRN1135812891,2025-11-26,UnitedHealth Group,5322173852,Bank of America,026009593,Microsoft Corp.,6232980981,BMO Harris Bank (US),071000288,ACH Credit,53806.07,USD,Pending
TRN0633041F1D,2025-09-05,Oracle Corp.,7738200522,PNC Bank,043000096,Apple Inc.,2508939404,BMO Harris Bank (US),071000288,ACH Credit,60767.03,USD,Completed
TRN19E90120AD,2025-08-02,Innovative Tech Solutions,3933951370,BMO Harris Bank (US),071000288,Alphabet Inc.,1912468018,Wells Fargo,121000248,Domestic Wire,4892766.51,USD,Pending
TRN920DA453DD,2025-05-13,Office Depot,8193870177,Wells Fargo,121000248,Microsoft Corp.,9240726352,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),6846.61,USD,Completed
TRNC8765A37DB,2025-06-19,McKesson,1411603053,Wells Fargo,121000248,Intel Corp.,2602105120,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),18219.98,USD,Completed
TRN5B32CA573D,2025-10-01,Creative Marketing Group,3070903803,"TD Bank, N.A. (US)",031101266,Procter & Gamble,4026719125,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),11269.41,USD,Completed
TRNB8518415A8,2025-02-11,AmerisourceBergen,3763368184,Wells Fargo,121000248,Oracle Corp.,3733934070,BMO Harris Bank (US),071000288,Domestic Wire,1532252.00,USD,Completed
TRN1CF9244837,2025-07-23,Kroger,5506475741,"TD Bank, N.A. (US)",031101266,Chevron,6872102320,BMO Harris Bank (US),071000288,ACH Debit,150492.38,USD,Completed
TRN7D8E03BEAB,2025-01-18,Precision Manufacturing Inc.,1512915884,BMO Harris Bank (US),071000288,Walmart Inc.,6919688251,PNC Bank,043000096,ACH Credit,127629.04,USD,Completed
TRN26E0882FBD,2025-07-14,Main Street Cafe Supplies,5956793161,BMO Harris Bank (US),071000288,AmerisourceBergen,4587060480,PNC Bank,043000096,Domestic Wire,4116713.07,USD,Pending
TRNE48CE7EB6A,2025-10-19,General Motors,9726915646,Bank of America,026009593,The Home Depot,8969646600,BMO Harris Bank (US),071000288,ACH Debit,83495.67,USD,Completed
TRNA1B485409C,2025-04-14,Target Corp.,3708701820,BMO Harris Bank (US),071000288,General Motors,4094940413,"TD Bank, N.A. (US)",031101266,RTP (Real-Time Payment),11125.14,USD,Completed
TRNB1A0C97A24,2025-03-08,United Parcel Service (UPS),2656458957,"TD Bank, N.A. (US)",031101266,Sysco Corporation,8111201323,BMO Harris Bank (US),071000288,ACH Debit,185947.68,USD,Completed
TRN8163382EF8,2025-02-24,Innovative Tech Solutions,5799446805,U.S. Bank,091000022,Digital Realty Trust,5605776300,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),7198.52,USD,Completed
TRND963FD1FCA,2025-09-07,AmerisourceBergen,2895060201,Wells Fargo,121000248,CVS Health,7765154215,BMO Harris Bank (US),071000288,ACH Credit,91047.59,USD,Pending
TRN41B45C57B9,2025-06-11,Oracle Corp.,7805140954,BMO Harris Bank (US),071000288,Gordon Food Service,6981945693,Citibank,021000089,RTP (Real-Time Payment),12702.29,USD,Completed
TRN1C61DA0543,2025-02-23,Marathon Petroleum,8561447758,BMO Harris Bank (US),071000288,Sysco Corporation,6018107568,Wells Fargo,121000248,Domestic Wire,3571110.18,USD,Failed
TRNA00A817A2A,2025-10-08,Creative Marketing Group,2499506093,BMO Harris Bank (US),071000288,Precision Manufacturing Inc.,8508739103,JPMorgan Chase,021000021,ACH Credit,151841.00,USD,Completed
TRN111370576F,2025-06-09,Alphabet Inc.,7673990018,U.S. Bank,091000022,Precision Manufacturing Inc.,4178051588,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),8369.42,USD,Completed
TRNF92992892D,2025-05-02,Procter & Gamble,1347438694,BMO Harris Bank (US),071000288,Sysco Corporation,6807586865,U.S. Bank,091000022,RTP (Real-Time Payment),4619.74,USD,Completed
TRNC6EFE2B7BD,2025-07-24,IBM,9609498753,JPMorgan Chase,021000021,Ford Motor Company,9846737811,BMO Harris Bank (US),071000288,ACH Credit,248183.51,USD,Completed
TRN227F2DEF36,2025-07-16,Johnson & Johnson,3702175199,BMO Harris Bank (US),071000288,Innovative Tech Solutions,3145177861,Wells Fargo,121000248,RTP (Real-Time Payment),18230.31,USD,Completed
TRNFA8415CF04,2025-01-14,Kroger,7916605504,BMO Harris Bank (US),071000288,UnitedHealth Group,2193615320,"TD Bank, N.A. (US)",031101266,ACH Debit,132040.74,USD,Completed
TRNAAAF0CEB8A,2025-06-08,Alphabet Inc.,6053682629,BMO Harris Bank (US),071000288,Microsoft Corp.,5380318418,JPMorgan Chase,021000021,RTP (Real-Time Payment),5015.34,USD,Completed
TRN250897AFEA,2025-10-28,Chevron,7059443601,BMO Harris Bank (US),071000288,Procter & Gamble,6257593594,Citibank,021000089,RTP (Real-Time Payment),8858.01,USD,Completed
TRN549E7ABB79,2025-10-30,Exxon Mobil,9143143170,Citibank,021000089,Boeing,5084671620,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),5668.06,USD,Completed
TRN9116F3B097,2025-06-09,Alphabet Inc.,5239009560,"TD Bank, N.A. (US)",031101266,CVS Health,7472284026,BMO Harris Bank (US),071000288,ACH Credit,226736.39,USD,Completed
TRNB89D45808A,2025-12-15,PepsiCo,1981966228,BMO Harris Bank (US),071000288,Global Logistics Partners,8575192326,PNC Bank,043000096,ACH Debit,156754.53,USD,Completed
TRN8EE5ED1CAF,2025-07-18,Starbucks Corp.,2425586308,Citibank,021000089,AT&T,1521447936,BMO Harris Bank (US),071000288,ACH Credit,242057.65,USD,Completed
TRN6BF474D732,2025-08-21,CVS Health,6890794478,BMO Harris Bank (US),071000288,Apple Inc.,8529365333,Wells Fargo,121000248,RTP (Real-Time Payment),22878.06,USD,Completed
TRN1B71A846C1,2025-08-12,Chevron,8475735314,BMO Harris Bank (US),071000288,Ford Motor Company,6417400629,PNC Bank,043000096,ACH Debit,185461.63,USD,Pending
TRN5F28ACA1BB,2025-07-13,Intel Corp.,2272325252,Bank of America,026009593,Apple Inc.,3442200539,BMO Harris Bank (US),071000288,ACH Credit,113208.99,USD,Completed
TRN65E914261D,2025-09-19,Costco Wholesale,9714441153,BMO Harris Bank (US),071000288,Walgreens Boots Alliance,1689386631,Citibank,021000089,ACH Debit,43224.55,USD,Completed
TRNB65FD512FF,2025-03-24,Marathon Petroleum,2298685966,Citibank,021000089,General Motors,7258056579,BMO Harris Bank (US),071000288,ACH Debit,68219.95,USD,Pending
TRN89E7E948EB,2025-06-08,Cardinal Health,2925071201,Wells Fargo,121000248,Cisco Systems,3852671945,BMO Harris Bank (US),071000288,ACH Debit,218200.77,USD,Completed
TRN76E2100987,2025-05-12,General Motors,3637699913,BMO Harris Bank (US),071000288,PayDay Services Inc.,2863085514,PNC Bank,043000096,RTP (Real-Time Payment),14973.37,USD,Completed
TRNB91B07B43F,2025-03-20,Creative Marketing Group,5513895467,BMO Harris Bank (US),071000288,American Tower Corp.,3663726857,U.S. Bank,091000022,ACH Credit,155573.77,USD,Failed
TRN7FFFEBC8D3,2025-02-02,Delta Air Lines,4229494758,"TD Bank, N.A. (US)",031101266,PepsiCo,8934227343,BMO Harris Bank (US),071000288,ACH Debit,211882.34,USD,Completed
TRNB1DC3AF146,2025-12-10,Apple Inc.,9101701585,BMO Harris Bank (US),071000288,Chevron,3674155263,PNC Bank,043000096,RTP (Real-Time Payment),3794.36,USD,Completed
TRNACCA226480,2025-10-11,Intel Corp.,6103702317,"TD Bank, N.A. (US)",031101266,Digital Realty Trust,5380969583,BMO Harris Bank (US),071000288,Domestic Wire,2484669.41,USD,Pending
TRN3E9FA069D6,2025-02-18,PepsiCo,6226484493,Citibank,021000089,Procter & Gamble,7679616952,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),23942.99,USD,Completed
TRNF72A53F51C,2025-01-07,McKesson,5923915778,Citibank,021000089,Cardinal Health,7617536833,BMO Harris Bank (US),071000288,ACH Credit,239790.37,USD,Completed
TRNCD87A1F05B,2025-12-10,IBM,5603943318,BMO Harris Bank (US),071000288,Apple Inc.,6584783616,Wells Fargo,121000248,Domestic Wire,1316558.51,USD,Completed
TRNE90A8CFAC1,2025-03-11,AT&T,1666348038,"TD Bank, N.A. (US)",031101266,Alphabet Inc.,5827119866,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),22222.49,USD,Completed
TRNDF562609B4,2025-07-14,Cisco Systems,8060639173,U.S. Bank,091000022,General Motors,9091711426,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),3815.95,USD,Completed
TRN368D0838C1,2025-02-19,Precision Manufacturing Inc.,1241657868,Bank of America,026009593,Intel Corp.,6196850667,BMO Harris Bank (US),071000288,Domestic Wire,4453820.92,USD,Completed
TRNCFAF29C027,2025-11-24,Costco Wholesale,8767286292,Bank of America,026009593,IBM,2218153451,BMO Harris Bank (US),071000288,Domestic Wire,2056327.69,USD,Completed
TRN557B3FDE58,2025-11-19,Precision Manufacturing Inc.,9712154329,BMO Harris Bank (US),071000288,Office Depot,2664366527,JPMorgan Chase,021000021,RTP (Real-Time Payment),8284.74,USD,Completed
TRN020E1ACF2B,2025-09-05,Sysco Corporation,5257119965,BMO Harris Bank (US),071000288,"Amazon.com, Inc.",5005102675,"TD Bank, N.A. (US)",031101266,RTP (Real-Time Payment),2889.95,USD,Completed
TRN2BC7D9A9CF,2025-06-19,PepsiCo,6140243949,Bank of America,026009593,Walgreens Boots Alliance,4888613700,BMO Harris Bank (US),071000288,Domestic Wire,696968.86,USD,Pending
TRNBEC026D97B,2025-11-12,Exxon Mobil,4723349281,BMO Harris Bank (US),071000288,American Tower Corp.,5508030386,U.S. Bank,091000022,ACH Debit,115446.40,USD,Completed
TRN17DB6B6A3B,2025-07-28,American Tower Corp.,6640430818,Bank of America,026009593,Marathon Petroleum,9664272667,BMO Harris Bank (US),071000288,Domestic Wire,3013486.38,USD,Completed
TRN99CB44CB37,2025-06-07,Cisco Systems,2669499741,JPMorgan Chase,021000021,Innovative Tech Solutions,5951713168,BMO Harris Bank (US),071000288,ACH Credit,113169.36,USD,Completed
TRNCB5CFA9108,2025-12-17,PayDay Services Inc.,7967270897,U.S. Bank,091000022,Precision Manufacturing Inc.,2612801066,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),5879.25,USD,Completed
TRN620D66667F,2025-02-27,Global Logistics Partners,1749512724,BMO Harris Bank (US),071000288,PayDay Services Inc.,8892382458,Bank of America,026009593,RTP (Real-Time Payment),3898.67,USD,Completed
TRNB786A68E35,2025-03-19,The Home Depot,4373702523,BMO Harris Bank (US),071000288,Oracle Corp.,7690785638,Wells Fargo,121000248,ACH Debit,130418.34,USD,Pending
TRN3E82E8CC46,2025-08-01,The Home Depot,9599410870,PNC Bank,043000096,Main Street Cafe Supplies,3653882451,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),14435.88,USD,Completed
TRN5893A4015E,2025-02-10,Main Street Cafe Supplies,3780077822,Citibank,021000089,United Parcel Service (UPS),5846150244,BMO Harris Bank (US),071000288,ACH Credit,244888.53,USD,Completed
TRN65C9A776F9,2025-02-06,Marathon Petroleum,8625277947,JPMorgan Chase,021000021,The Walt Disney Company,5171279729,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),22943.61,USD,Completed
TRNF338597CA4,2025-10-04,Walgreens Boots Alliance,4856961918,JPMorgan Chase,021000021,Exxon Mobil,9414725680,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),15638.76,USD,Completed
TRNFD28DA02F3,2025-09-22,UnitedHealth Group,1865670449,Citibank,021000089,Sysco Corporation,1723583755,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),3793.61,USD,Failed
TRNED284F570A,2025-01-29,Sysco Corporation,2965533702,Citibank,021000089,"Amazon.com, Inc.",4101070920,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),11364.93,USD,Failed
TRN9A94F3A503,2025-06-04,McKesson,7720596503,BMO Harris Bank (US),071000288,Precision Manufacturing Inc.,1727888974,Wells Fargo,121000248,ACH Credit,238840.88,USD,Completed
TRND26266A11C,2025-02-23,Microsoft Corp.,7699693868,"TD Bank, N.A. (US)",031101266,United Parcel Service (UPS),8568176892,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),226.04,USD,Completed
TRNA1D35E0CAA,2025-04-01,Target Corp.,5359672998,Bank of America,026009593,Ford Motor Company,2099742253,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),23401.47,USD,Completed
TRN1172691941,2025-07-02,Intel Corp.,9988241043,"TD Bank, N.A. (US)",031101266,Walmart Inc.,5050022464,BMO Harris Bank (US),071000288,Domestic Wire,181712.72,USD,Completed
TRNC1B6A2A178,2025-02-03,Walgreens Boots Alliance,3159649485,Bank of America,026009593,Cisco Systems,6307959004,BMO Harris Bank (US),071000288,Domestic Wire,4923393.91,USD,Completed
TRN229C4E8336,2025-11-07,Starbucks Corp.,6022503852,BMO Harris Bank (US),071000288,PayDay Services Inc.,7882057322,Bank of America,026009593,ACH Credit,79209.24,USD,Completed
TRN3E57A63BD3,2025-03-20,Global Logistics Partners,5887619044,BMO Harris Bank (US),071000288,Digital Realty Trust,6596695719,Bank of America,026009593,RTP (Real-Time Payment),13409.64,USD,Completed
TRNB87EF01C2B,2025-09-28,The Home Depot,5946584683,BMO Harris Bank (US),071000288,Johnson & Johnson,7177570336,"TD Bank, N.A. (US)",031101266,RTP (Real-Time Payment),12578.29,USD,Completed
TRN33E0C0B0D6,2025-02-07,Creative Marketing Group,8690037499,JPMorgan Chase,021000021,Oracle Corp.,8784078921,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),8519.54,USD,Failed
TRNC3F563BEB5,2025-04-01,Boeing,3341158172,BMO Harris Bank (US),071000288,Microsoft Corp.,3163617336,Bank of America,026009593,ACH Credit,70732.62,USD,Completed
TRN242B3DB968,2025-12-27,Creative Marketing Group,2527050522,BMO Harris Bank (US),071000288,Ford Motor Company,5893174211,Wells Fargo,121000248,ACH Debit,135331.49,USD,Completed
TRN4CC13B2F1B,2025-01-21,Apple Inc.,4080884416,U.S. Bank,091000022,CVS Health,3517010855,BMO Harris Bank (US),071000288,ACH Debit,27654.04,USD,Completed
TRN0F396A98AF,2025-09-18,PayDay Services Inc.,5641759585,BMO Harris Bank (US),071000288,Creative Marketing Group,4212189868,U.S. Bank,091000022,ACH Credit,176415.22,USD,Completed
TRNDFC476EABD,2025-09-10,Walmart Inc.,2310859349,U.S. Bank,091000022,Intel Corp.,7259960311,BMO Harris Bank (US),071000288,Domestic Wire,221704.07,USD,Completed
TRNEAF2267757,2025-07-16,Delta Air Lines,8812645937,BMO Harris Bank (US),071000288,Innovative Tech Solutions,5930328642,"TD Bank, N.A. (US)",031101266,ACH Credit,43895.91,USD,Completed
TRN0B5A8BB7CF,2025-03-11,American Tower Corp.,9818092101,Bank of America,026009593,PepsiCo,9426190016,BMO Harris Bank (US),071000288,Domestic Wire,3593586.37,USD,Completed
TRN62DB4980C0,2025-06-16,Alphabet Inc.,5104240438,BMO Harris Bank (US),071000288,Verizon Communications,5893572652,U.S. Bank,091000022,Domestic Wire,4010348.74,USD,Completed
TRN209FA557E0,2025-11-21,Apple Inc.,2610176769,U.S. Bank,091000022,Chevron,4987274110,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),24323.19,USD,Completed
TRN812637567F,2025-10-04,The Home Depot,4563274513,Bank of America,026009593,Main Street Cafe Supplies,7819673353,BMO Harris Bank (US),071000288,ACH Debit,219340.09,USD,Completed
TRNBE407AB215,2025-12-22,Global Logistics Partners,6721414007,"TD Bank, N.A. (US)",031101266,General Motors,7220061523,BMO Harris Bank (US),071000288,ACH Credit,172533.51,USD,Completed
TRN1F14F2EA58,2025-01-30,Delta Air Lines,5131026548,PNC Bank,043000096,American Tower Corp.,7760488754,BMO Harris Bank (US),071000288,ACH Credit,205895.28,USD,Completed
TRNF3C27DBACC,2025-10-14,General Motors,2845395064,BMO Harris Bank (US),071000288,Digital Realty Trust,4334630343,U.S. Bank,091000022,ACH Debit,243801.33,USD,Completed
TRN67B1331C30,2025-12-02,IBM,2824001324,Citibank,021000089,United Parcel Service (UPS),7241996288,BMO Harris Bank (US),071000288,Domestic Wire,1253461.97,USD,Failed
TRND0D857819C,2025-04-02,Global Logistics Partners,3969046228,BMO Harris Bank (US),071000288,American Tower Corp.,3625384632,"TD Bank, N.A. (US)",031101266,ACH Credit,239451.42,USD,Completed
TRNBB23AC6ADD,2025-07-16,Cisco Systems,8738850032,BMO Harris Bank (US),071000288,Costco Wholesale,4752922984,Bank of America,026009593,ACH Debit,71529.68,USD,Completed
TRN88E3CAF045,2025-12-07,PepsiCo,4047209155,Wells Fargo,121000248,UnitedHealth Group,3191324103,BMO Harris Bank (US),071000288,ACH Debit,34559.44,USD,Completed
TRNC68C629391,2025-11-26,Alphabet Inc.,1043031116,BMO Harris Bank (US),071000288,Walmart Inc.,4617277842,Citibank,021000089,RTP (Real-Time Payment),24186.81,USD,Completed
TRNFC6CED0499,2025-12-28,Exxon Mobil,3348229925,U.S. Bank,091000022,Creative Marketing Group,1566737842,BMO Harris Bank (US),071000288,ACH Debit,117400.14,USD,Failed
TRN54C47D5C14,2025-11-16,AmerisourceBergen,4868219679,BMO Harris Bank (US),071000288,Creative Marketing Group,8612631809,JPMorgan Chase,021000021,ACH Debit,114389.18,USD,Completed
TRN54CFCD41C1,2025-12-25,Delta Air Lines,7068619618,"TD Bank, N.A. (US)",031101266,Office Depot,6321477743,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),8083.13,USD,Failed
TRND2CE69582F,2025-03-29,AT&T,4166132948,U.S. Bank,091000022,IBM,9546866408,BMO Harris Bank (US),071000288,ACH Credit,142702.40,USD,Completed
TRN3AA59A5AE4,2025-08-22,Boeing,3607999170,JPMorgan Chase,021000021,Johnson & Johnson,7594118800,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),3784.90,USD,Completed
TRNDBB43ECB4A,2025-10-21,Starbucks Corp.,6017712323,BMO Harris Bank (US),071000288,Microsoft Corp.,8232106440,Wells Fargo,121000248,Domestic Wire,3782365.39,USD,Completed
TRN53521D0959,2025-08-21,Innovative Tech Solutions,9793335324,BMO Harris Bank (US),071000288,Delta Air Lines,6563079884,U.S. Bank,091000022,ACH Credit,125884.37,USD,Completed
TRN3B55ACA389,2025-02-13,Intel Corp.,1522490564,"TD Bank, N.A. (US)",031101266,The Home Depot,9499546848,BMO Harris Bank (US),071000288,Domestic Wire,3658716.96,USD,Pending
TRN202E817CA2,2025-06-21,Walgreens Boots Alliance,4716859572,BMO Harris Bank (US),071000288,Walmart Inc.,6787017155,Bank of America,026009593,ACH Credit,44051.39,USD,Completed
TRNA75E894A70,2025-04-16,Walmart Inc.,4280407927,U.S. Bank,091000022,IBM,1805431174,BMO Harris Bank (US),071000288,ACH Debit,48517.79,USD,Failed
TRN4B2046F2C2,2025-05-30,Verizon Communications,1089067161,"TD Bank, N.A. (US)",031101266,Precision Manufacturing Inc.,4985502819,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),23746.04,USD,Completed
TRN59615C28CE,2025-09-29,Main Street Cafe Supplies,3015583375,BMO Harris Bank (US),071000288,CVS Health,6002464000,JPMorgan Chase,021000021,ACH Credit,39975.55,USD,Completed
TRN2522038ABE,2025-02-16,Microsoft Corp.,6821057675,BMO Harris Bank (US),071000288,Innovative Tech Solutions,4179823311,Wells Fargo,121000248,ACH Debit,123051.85,USD,Completed
TRN4FFAAA7EED,2025-08-15,Walmart Inc.,1636302592,BMO Harris Bank (US),071000288,Gordon Food Service,8037557543,Wells Fargo,121000248,ACH Debit,173221.35,USD,Failed
TRN0D90A67F78,2025-03-21,AmerisourceBergen,3522680700,BMO Harris Bank (US),071000288,Walmart Inc.,3839986571,Bank of America,026009593,ACH Credit,210993.24,USD,Failed
TRN92A719716B,2025-03-13,United Parcel Service (UPS),1554271594,Citibank,021000089,Costco Wholesale,8510594896,BMO Harris Bank (US),071000288,Domestic Wire,4166030.83,USD,Completed
TRNB4C6201A3B,2025-03-27,Costco Wholesale,7511228757,BMO Harris Bank (US),071000288,Cisco Systems,3545625660,"TD Bank, N.A. (US)",031101266,Domestic Wire,1808817.58,USD,Completed
TRN5F7765C983,2025-05-12,AT&T,2947332902,PNC Bank,043000096,Gordon Food Service,2866071076,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),22923.85,USD,Completed
TRN5915638ED2,2025-11-03,Office Depot,8310369727,BMO Harris Bank (US),071000288,Creative Marketing Group,2116413550,Bank of America,026009593,ACH Credit,175191.94,USD,Completed
TRNCDFD3FA54C,2025-07-13,McKesson,6950690175,Citibank,021000089,Microsoft Corp.,8280136250,BMO Harris Bank (US),071000288,ACH Credit,190585.34,USD,Completed
TRNE969A43FBA,2025-09-03,Delta Air Lines,8917408002,"TD Bank, N.A. (US)",031101266,The Home Depot,4085033093,BMO Harris Bank (US),071000288,Domestic Wire,892645.87,USD,Completed
TRNC416C83BA0,2025-03-07,Cisco Systems,9831342565,U.S. Bank,091000022,CVS Health,9609868265,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),3177.05,USD,Completed
TRN610B8C16FF,2025-06-26,AmerisourceBergen,2589992487,Wells Fargo,121000248,Precision Manufacturing Inc.,9737586949,BMO Harris Bank (US),071000288,Domestic Wire,2034171.02,USD,Completed
TRN1D8FF10EF4,2025-09-03,"Amazon.com, Inc.",9487349769,BMO Harris Bank (US),071000288,Cisco Systems,9938445029,Wells Fargo,121000248,ACH Credit,177146.98,USD,Failed
TRN7E52A27E8C,2025-08-18,Walgreens Boots Alliance,5130557995,BMO Harris Bank (US),071000288,General Motors,7025091392,Wells Fargo,121000248,ACH Credit,81873.04,USD,Completed
TRN9CDD2D568F,2025-11-30,Chevron,9451260156,BMO Harris Bank (US),071000288,Sysco Corporation,1460349974,Bank of America,026009593,ACH Debit,71344.07,USD,Completed
TRNE8759D6BDC,2025-06-16,American Tower Corp.,5066474182,BMO Harris Bank (US),071000288,Office Depot,9720230172,PNC Bank,043000096,ACH Credit,237004.73,USD,Completed
TRN3ECE7203D0,2025-06-25,PepsiCo,1705111402,"TD Bank, N.A. (US)",031101266,The Walt Disney Company,8726513575,BMO Harris Bank (US),071000288,ACH Debit,172745.29,USD,Completed
TRNC17D7F58B7,2025-01-30,Ford Motor Company,4837043007,BMO Harris Bank (US),071000288,Walgreens Boots Alliance,5774036756,U.S. Bank,091000022,RTP (Real-Time Payment),24468.51,USD,Completed
