PartyAccountKey,PartyName,AccountNumber,BankName,RoutingNumber,PartyID,BankID,AccountType,AccountStatus,CurrencyCode
1539,CVS Health,3517010855,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Checking,Open,USD
1540,Creative Marketing Group,4212189868,U.S. Bank,91000022,PTY0828869254,BNK1729803148,DDA,Open,USD
1541,Intel Corp.,7259960311,BMO Harris Bank (US),71000288,PTY1011683210,BNK8987547752,Operating,Restricted,USD
1542,Innovative Tech Solutions,5930328642,"TD Bank, N.A. (US)",31101266,PTY8946337887,BNK5167971386,Checking,Restricted,USD
1543,PepsiCo,9426190016,BMO Harris Bank (US),71000288,PTY9667484413,BNK8987547752,Savings,Open,USD
1544,Verizon Communications,5893572652,U.S. Bank,91000022,PTY7037572584,BNK1729803148,Checking,Open,USD
1545,Chevron,4987274110,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Savings,Open,USD
1546,Main Street Cafe Supplies,7819673353,BMO Harris Bank (US),71000288,PTY4103622305,BNK8987547752,Checking,Open,USD
1547,General Motors,7220061523,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Settlement,Open,USD
1548,American Tower Corp.,7760488754,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Savings,Open,USD
1549,Digital Realty Trust,4334630343,U.S. Bank,91000022,PTY9286704350,BNK1729803148,Settlement,Open,USD
1550,United Parcel Service (UPS),7241996288,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Savings,Open,USD
1551,American Tower Corp.,3625384632,"TD Bank, N.A. (US)",31101266,PTY7127548754,BNK5167971386,DDA,Restricted,USD
1552,Costco Wholesale,4752922984,Bank of America,26009593,PTY9054121056,BNK2654045252,Checking,Open,USD
1553,UnitedHealth Group,3191324103,BMO Harris Bank (US),71000288,PTY2077606336,BNK8987547752,Savings,Restricted,USD
1554,Walmart Inc.,4617277842,Citibank,21000089,PTY6646531938,BNK7811237235,Operating,Open,USD
1555,Creative Marketing Group,1566737842,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Savings,Open,USD
1556,Creative Marketing Group,8612631809,JPMorgan Chase,21000021,PTY0828869254,BNK0502728543,Savings,Open,USD
1557,Office Depot,6321477743,BMO Harris Bank (US),71000288,PTY6420189976,BNK8987547752,Savings,Restricted,USD
1558,IBM,9546866408,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Settlement,Restricted,USD
1559,Johnson & Johnson,7594118800,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,Savings,Open,USD
1560,Microsoft Corp.,8232106440,Wells Fargo,121000248,PTY3912292247,BNK3042761640,Operating,Restricted,USD
1561,Delta Air Lines,6563079884,U.S. Bank,91000022,PTY6986278352,BNK1729803148,Checking,Restricted,USD
1562,The Home Depot,9499546848,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Checking,Restricted,USD
1563,Walmart Inc.,6787017155,Bank of America,26009593,PTY6646531938,BNK2654045252,Savings,Restricted,USD
1564,IBM,1805431174,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,DDA,Open,USD
1565,Precision Manufacturing Inc.,4985502819,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,Checking,Open,USD
1566,CVS Health,6002464000,JPMorgan Chase,21000021,PTY1282810700,BNK0502728543,Savings,Restricted,USD
1567,Innovative Tech Solutions,4179823311,Wells Fargo,121000248,PTY8946337887,BNK3042761640,DDA,Open,USD
1568,Gordon Food Service,8037557543,Wells Fargo,121000248,PTY6164974103,BNK3042761640,Settlement,Restricted,USD
1569,Walmart Inc.,3839986571,Bank of America,26009593,PTY6646531938,BNK2654045252,Savings,Open,USD
1570,Costco Wholesale,8510594896,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Savings,Open,USD
1571,Cisco Systems,3545625660,"TD Bank, N.A. (US)",31101266,PTY7660810586,BNK5167971386,Operating,Open,USD
1572,Gordon Food Service,2866071076,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,DDA,Open,USD
1573,Creative Marketing Group,2116413550,Bank of America,26009593,PTY0828869254,BNK2654045252,DDA,Open,USD
1574,Microsoft Corp.,8280136250,BMO Harris Bank (US),71000288,PTY3912292247,BNK8987547752,DDA,Open,USD
1575,The Home Depot,4085033093,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Savings,Open,USD
1576,CVS Health,9609868265,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Operating,Open,USD
1577,Precision Manufacturing Inc.,9737586949,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,Operating,Open,USD
1578,Cisco Systems,9938445029,Wells Fargo,121000248,PTY7660810586,BNK3042761640,Savings,Open,USD
1579,General Motors,7025091392,Wells Fargo,121000248,PTY8816866210,BNK3042761640,Operating,Open,USD
1580,Sysco Corporation,1460349974,Bank of America,26009593,PTY5683558312,BNK2654045252,Settlement,Open,USD
1581,Office Depot,9720230172,PNC Bank,43000096,PTY6420189976,BNK5511105923,DDA,Open,USD
1582,The Walt Disney Company,8726513575,BMO Harris Bank (US),71000288,PTY6809545140,BNK8987547752,Savings,Open,USD
1583,Walgreens Boots Alliance,5774036756,U.S. Bank,91000022,PTY8610634653,BNK1729803148,Savings,Open,USD
1584,Office Depot,7570674714,Bank of America,26009593,PTY6420189976,BNK2654045252,Checking,Open,USD
1585,UnitedHealth Group,2266812181,Bank of America,26009593,PTY2077606336,BNK2654045252,Operating,Open,USD
1586,Johnson & Johnson,6727656454,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,Operating,Open,USD
1587,Johnson & Johnson,8204217634,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,Operating,Open,USD
1588,Main Street Cafe Supplies,3056013789,"TD Bank, N.A. (US)",31101266,PTY4103622305,BNK5167971386,DDA,Open,USD
1589,Verizon Communications,3543568674,BMO Harris Bank (US),71000288,PTY7037572584,BNK8987547752,Savings,Open,USD
1590,PayDay Services Inc.,4911409013,PNC Bank,43000096,PTY8831115208,BNK5511105923,DDA,Open,USD
1591,Innovative Tech Solutions,2145110371,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,Savings,Open,USD
1592,Exxon Mobil,9098485719,BMO Harris Bank (US),71000288,PTY4098054023,BNK8987547752,Savings,Open,USD
1593,The Home Depot,1427834568,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Checking,Restricted,USD
1594,Starbucks Corp.,2776327070,BMO Harris Bank (US),71000288,PTY4366635798,BNK8987547752,Settlement,Restricted,USD
1595,American Tower Corp.,9034858992,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Savings,Restricted,USD
1596,PayDay Services Inc.,4392361292,U.S. Bank,91000022,PTY8831115208,BNK1729803148,Checking,Open,USD
1597,CVS Health,7832451230,Bank of America,26009593,PTY1282810700,BNK2654045252,DDA,Restricted,USD
1598,Cardinal Health,1613881748,Wells Fargo,121000248,PTY0732888932,BNK3042761640,Checking,Restricted,USD
1599,Precision Manufacturing Inc.,1259608478,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,Settlement,Restricted,USD
1600,IBM,6730719484,Wells Fargo,121000248,PTY9991254081,BNK3042761640,Checking,Open,USD
1601,United Parcel Service (UPS),8712168461,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Savings,Open,USD
1602,Walgreens Boots Alliance,9664165765,PNC Bank,43000096,PTY8610634653,BNK5511105923,Operating,Open,USD
1603,Ford Motor Company,8144845839,Bank of America,26009593,PTY7056058482,BNK2654045252,DDA,Restricted,USD
1604,United Parcel Service (UPS),5903935261,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Checking,Open,USD
1605,Marathon Petroleum,6785866533,BMO Harris Bank (US),71000288,PTY1715304471,BNK8987547752,Settlement,Open,USD
1606,Global Logistics Partners,5556918475,"TD Bank, N.A. (US)",31101266,PTY1309692604,BNK5167971386,Savings,Restricted,USD
1607,Starbucks Corp.,1541798521,Bank of America,26009593,PTY4366635798,BNK2654045252,DDA,Restricted,USD
1608,"Amazon.com, Inc.",7447916312,BMO Harris Bank (US),71000288,PTY2779315664,BNK8987547752,Operating,Open,USD
1609,The Home Depot,7423837420,Citibank,21000089,PTY6142414132,BNK7811237235,Savings,Open,USD
1610,PayDay Services Inc.,9513205531,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,Savings,Open,USD
1611,Starbucks Corp.,6870437652,JPMorgan Chase,21000021,PTY4366635798,BNK0502728543,Settlement,Restricted,USD
1612,Procter & Gamble,5345798480,Bank of America,26009593,PTY9114316110,BNK2654045252,DDA,Open,USD
1613,United Parcel Service (UPS),4399071262,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,DDA,Open,USD
1614,AmerisourceBergen,9163330747,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Operating,Open,USD
1615,Cardinal Health,2077306915,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Savings,Open,USD
1616,Marathon Petroleum,1269569658,"TD Bank, N.A. (US)",31101266,PTY1715304471,BNK5167971386,Checking,Open,USD
1617,Sysco Corporation,1030611327,Bank of America,26009593,PTY5683558312,BNK2654045252,Savings,Open,USD
1618,Oracle Corp.,1475719540,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Settlement,Open,USD
1619,Chevron,1803683093,PNC Bank,43000096,PTY3748933244,BNK5511105923,DDA,Open,USD
1620,Apple Inc.,2290980853,Citibank,21000089,PTY8195116288,BNK7811237235,Checking,Open,USD
1621,Chevron,4656890308,U.S. Bank,91000022,PTY3748933244,BNK1729803148,Settlement,Restricted,USD
1622,Sysco Corporation,6680976404,Bank of America,26009593,PTY5683558312,BNK2654045252,Operating,Open,USD
1623,Apple Inc.,8755654792,"TD Bank, N.A. (US)",31101266,PTY8195116288,BNK5167971386,Operating,Restricted,USD
1624,Intel Corp.,7480729241,BMO Harris Bank (US),71000288,PTY1011683210,BNK8987547752,Checking,Open,USD
1625,Cardinal Health,6328452200,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Savings,Open,USD
1626,Johnson & Johnson,7915712623,PNC Bank,43000096,PTY0042961820,BNK5511105923,Checking,Open,USD
1627,Walmart Inc.,3005444973,JPMorgan Chase,21000021,PTY6646531938,BNK0502728543,Operating,Restricted,USD
1628,Apple Inc.,1385691561,U.S. Bank,91000022,PTY8195116288,BNK1729803148,Operating,Restricted,USD
1629,UnitedHealth Group,5048437695,BMO Harris Bank (US),71000288,PTY2077606336,BNK8987547752,Checking,Open,USD
1630,Exxon Mobil,4262399964,BMO Harris Bank (US),71000288,PTY4098054023,BNK8987547752,DDA,Restricted,USD
1631,AmerisourceBergen,6842487885,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Settlement,Open,USD
1632,AT&T,5122144759,BMO Harris Bank (US),71000288,PTY7409806428,BNK8987547752,Checking,Open,USD
1633,Alphabet Inc.,3207523257,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Checking,Restricted,USD
1634,Innovative Tech Solutions,3999446191,Citibank,21000089,PTY8946337887,BNK7811237235,Settlement,Restricted,USD
1635,Kroger,9013540308,Bank of America,26009593,PTY2816857400,BNK2654045252,Savings,Open,USD
1636,Gordon Food Service,4568707112,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,Checking,Restricted,USD
1637,American Tower Corp.,9985635161,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Checking,Open,USD
1638,Gordon Food Service,8593627439,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,Savings,Restricted,USD
1639,Marathon Petroleum,3161373831,JPMorgan Chase,21000021,PTY1715304471,BNK0502728543,Settlement,Open,USD
1640,Kroger,2333709903,BMO Harris Bank (US),71000288,PTY2816857400,BNK8987547752,Settlement,Open,USD
1641,Verizon Communications,8909404617,BMO Harris Bank (US),71000288,PTY7037572584,BNK8987547752,Savings,Open,USD
1642,Innovative Tech Solutions,8117606961,Bank of America,26009593,PTY8946337887,BNK2654045252,DDA,Open,USD
1643,Intel Corp.,2278682492,U.S. Bank,91000022,PTY1011683210,BNK1729803148,Savings,Open,USD
1644,UnitedHealth Group,9377178602,"TD Bank, N.A. (US)",31101266,PTY2077606336,BNK5167971386,Savings,Restricted,USD
1645,CVS Health,4579397222,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Settlement,Restricted,USD
1646,CVS Health,2534994495,PNC Bank,43000096,PTY1282810700,BNK5511105923,Settlement,Open,USD
1647,Microsoft Corp.,1678453559,BMO Harris Bank (US),71000288,PTY3912292247,BNK8987547752,Checking,Open,USD
1648,McKesson,4041122255,Bank of America,26009593,PTY9015919892,BNK2654045252,Checking,Open,USD
1649,Microsoft Corp.,3476771335,U.S. Bank,91000022,PTY3912292247,BNK1729803148,DDA,Open,USD
1650,Creative Marketing Group,3098163054,U.S. Bank,91000022,PTY0828869254,BNK1729803148,DDA,Restricted,USD
1651,Walmart Inc.,7572876568,U.S. Bank,91000022,PTY6646531938,BNK1729803148,Checking,Restricted,USD
1652,Procter & Gamble,8336868862,PNC Bank,43000096,PTY9114316110,BNK5511105923,DDA,Restricted,USD
1653,IBM,2275115857,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,DDA,Open,USD
1654,Kroger,6650445425,Bank of America,26009593,PTY2816857400,BNK2654045252,Checking,Open,USD
1655,The Home Depot,7114097420,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Operating,Open,USD
1656,Intel Corp.,9403866241,BMO Harris Bank (US),71000288,PTY1011683210,BNK8987547752,Settlement,Restricted,USD
1657,Precision Manufacturing Inc.,6425615826,Citibank,21000089,PTY0015665627,BNK7811237235,Checking,Open,USD
1658,General Motors,3364921423,U.S. Bank,91000022,PTY8816866210,BNK1729803148,Settlement,Open,USD
1659,Costco Wholesale,2869973654,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Operating,Open,USD
1660,Precision Manufacturing Inc.,8877647922,Citibank,21000089,PTY0015665627,BNK7811237235,Operating,Open,USD
1661,American Tower Corp.,8885897885,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Operating,Open,USD
1662,Cardinal Health,8674894610,Bank of America,26009593,PTY0732888932,BNK2654045252,Operating,Open,USD
1663,Target Corp.,3821275727,U.S. Bank,91000022,PTY7876339522,BNK1729803148,Savings,Open,USD
1664,Main Street Cafe Supplies,1848739637,U.S. Bank,91000022,PTY4103622305,BNK1729803148,Savings,Open,USD
1665,Microsoft Corp.,9539492859,U.S. Bank,91000022,PTY3912292247,BNK1729803148,Operating,Restricted,USD
1666,Creative Marketing Group,5632455728,Bank of America,26009593,PTY0828869254,BNK2654045252,Settlement,Open,USD
1667,CVS Health,8022815884,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Settlement,Open,USD
1668,"Amazon.com, Inc.",6657642266,BMO Harris Bank (US),71000288,PTY2779315664,BNK8987547752,Checking,Open,USD
1669,Gordon Food Service,2435557359,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,Settlement,Open,USD
1670,Main Street Cafe Supplies,6989298936,JPMorgan Chase,21000021,PTY4103622305,BNK0502728543,Savings,Open,USD
1671,Kroger,5467056542,BMO Harris Bank (US),71000288,PTY2816857400,BNK8987547752,DDA,Open,USD
1672,Alphabet Inc.,3872555824,Wells Fargo,121000248,PTY3800715745,BNK3042761640,Operating,Open,USD
1673,Creative Marketing Group,9305630760,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Checking,Restricted,USD
1674,United Parcel Service (UPS),2547049932,Citibank,21000089,PTY1197137317,BNK7811237235,Savings,Restricted,USD
1675,Costco Wholesale,7286872883,JPMorgan Chase,21000021,PTY9054121056,BNK0502728543,DDA,Open,USD
1676,Apple Inc.,9036510231,"TD Bank, N.A. (US)",31101266,PTY8195116288,BNK5167971386,Checking,Open,USD
1677,Sysco Corporation,6337693572,U.S. Bank,91000022,PTY5683558312,BNK1729803148,DDA,Open,USD
1678,AmerisourceBergen,4493093409,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Checking,Open,USD
1679,PepsiCo,1073184265,Citibank,21000089,PTY9667484413,BNK7811237235,Settlement,Open,USD
1680,United Parcel Service (UPS),3015367583,JPMorgan Chase,21000021,PTY1197137317,BNK0502728543,Savings,Open,USD
1681,Boeing,8782672501,U.S. Bank,91000022,PTY4316007792,BNK1729803148,Operating,Open,USD
1682,IBM,6999994903,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Settlement,Open,USD
1683,Creative Marketing Group,3961907465,Citibank,21000089,PTY0828869254,BNK7811237235,Operating,Open,USD
1684,Alphabet Inc.,2371009401,U.S. Bank,91000022,PTY3800715745,BNK1729803148,DDA,Restricted,USD
1685,AT&T,9586175747,BMO Harris Bank (US),71000288,PTY7409806428,BNK8987547752,Checking,Open,USD
1686,Oracle Corp.,1103418659,Citibank,21000089,PTY2635862597,BNK7811237235,Operating,Open,USD
1687,Walmart Inc.,5270183737,BMO Harris Bank (US),71000288,PTY6646531938,BNK8987547752,DDA,Open,USD
1688,Digital Realty Trust,6363918278,PNC Bank,43000096,PTY9286704350,BNK5511105923,Operating,Open,USD
1689,American Tower Corp.,9239531421,Bank of America,26009593,PTY7127548754,BNK2654045252,Checking,Open,USD
1690,IBM,9314016421,JPMorgan Chase,21000021,PTY9991254081,BNK0502728543,Savings,Open,USD
1691,AmerisourceBergen,6275363437,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Checking,Open,USD
1692,Digital Realty Trust,5367849951,BMO Harris Bank (US),71000288,PTY9286704350,BNK8987547752,Savings,Open,USD
1693,Precision Manufacturing Inc.,2316628598,"TD Bank, N.A. (US)",31101266,PTY0015665627,BNK5167971386,Savings,Open,USD
1694,The Home Depot,7192627397,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,DDA,Open,USD
1695,The Walt Disney Company,8531049538,BMO Harris Bank (US),71000288,PTY6809545140,BNK8987547752,Checking,Open,USD
1696,Global Logistics Partners,8108967551,U.S. Bank,91000022,PTY1309692604,BNK1729803148,DDA,Open,USD
1697,Apple Inc.,5263958749,JPMorgan Chase,21000021,PTY8195116288,BNK0502728543,Settlement,Open,USD
1698,Delta Air Lines,2714912304,BMO Harris Bank (US),71000288,PTY6986278352,BNK8987547752,Checking,Restricted,USD
1699,McKesson,6227204693,BMO Harris Bank (US),71000288,PTY9015919892,BNK8987547752,DDA,Open,USD
1700,Exxon Mobil,8868701512,BMO Harris Bank (US),71000288,PTY4098054023,BNK8987547752,Operating,Open,USD
1701,Delta Air Lines,4561277018,"TD Bank, N.A. (US)",31101266,PTY6986278352,BNK5167971386,Savings,Open,USD
1702,Marathon Petroleum,4010424243,BMO Harris Bank (US),71000288,PTY1715304471,BNK8987547752,Checking,Open,USD
1703,General Motors,9236388833,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Settlement,Open,USD
1704,Oracle Corp.,3466281615,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Checking,Open,USD
1705,Verizon Communications,8152569122,BMO Harris Bank (US),71000288,PTY7037572584,BNK8987547752,Settlement,Open,USD
1706,Innovative Tech Solutions,7737157328,JPMorgan Chase,21000021,PTY8946337887,BNK0502728543,Operating,Open,USD
1707,Verizon Communications,5907660928,Wells Fargo,121000248,PTY7037572584,BNK3042761640,DDA,Open,USD
1708,Starbucks Corp.,6926209247,BMO Harris Bank (US),71000288,PTY4366635798,BNK8987547752,Operating,Open,USD
1709,Creative Marketing Group,3702583256,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,DDA,Restricted,USD
1710,The Home Depot,3115192915,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Settlement,Open,USD
1711,McKesson,7794738620,U.S. Bank,91000022,PTY9015919892,BNK1729803148,Savings,Open,USD
1712,Precision Manufacturing Inc.,5531306267,PNC Bank,43000096,PTY0015665627,BNK5511105923,Checking,Open,USD
1713,Main Street Cafe Supplies,6644418927,BMO Harris Bank (US),71000288,PTY4103622305,BNK8987547752,Operating,Open,USD
1714,Walmart Inc.,5970807412,BMO Harris Bank (US),71000288,PTY6646531938,BNK8987547752,Savings,Open,USD
1715,AmerisourceBergen,3476194484,JPMorgan Chase,21000021,PTY6368312283,BNK0502728543,Checking,Restricted,USD
1716,Sysco Corporation,3174002387,"TD Bank, N.A. (US)",31101266,PTY5683558312,BNK5167971386,Checking,Open,USD
1717,McKesson,2172686234,U.S. Bank,91000022,PTY9015919892,BNK1729803148,Checking,Open,USD
1718,Intel Corp.,3151841937,BMO Harris Bank (US),71000288,PTY1011683210,BNK8987547752,Checking,Open,USD
1719,Marathon Petroleum,5689905481,BMO Harris Bank (US),71000288,PTY1715304471,BNK8987547752,DDA,Open,USD
1720,Alphabet Inc.,6050438003,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,DDA,Open,USD
1721,Creative Marketing Group,5080893693,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Savings,Open,USD
1722,Exxon Mobil,9812073520,"TD Bank, N.A. (US)",31101266,PTY4098054023,BNK5167971386,Operating,Restricted,USD
1723,CVS Health,6271038441,Wells Fargo,121000248,PTY1282810700,BNK3042761640,Settlement,Open,USD
1724,Chevron,4294227119,Citibank,21000089,PTY3748933244,BNK7811237235,Settlement,Open,USD
1725,Walmart Inc.,5441245123,Citibank,21000089,PTY6646531938,BNK7811237235,Settlement,Open,USD
1726,Kroger,6797803786,"TD Bank, N.A. (US)",31101266,PTY2816857400,BNK5167971386,Savings,Restricted,USD
1727,Exxon Mobil,5249498035,JPMorgan Chase,21000021,PTY4098054023,BNK0502728543,Operating,Open,USD
1728,Walmart Inc.,1119599463,JPMorgan Chase,21000021,PTY6646531938,BNK0502728543,Settlement,Open,USD
1729,United Parcel Service (UPS),8534675964,Wells Fargo,121000248,PTY1197137317,BNK3042761640,DDA,Open,USD
1730,Ford Motor Company,4052803901,U.S. Bank,91000022,PTY7056058482,BNK1729803148,Savings,Open,USD
1731,Delta Air Lines,6709718018,Wells Fargo,121000248,PTY6986278352,BNK3042761640,Operating,Restricted,USD
1732,Target Corp.,3408021831,Wells Fargo,121000248,PTY7876339522,BNK3042761640,Checking,Open,USD
1733,PayDay Services Inc.,7391293806,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,Operating,Open,USD
1734,Marathon Petroleum,4566010632,BMO Harris Bank (US),71000288,PTY1715304471,BNK8987547752,Checking,Open,USD
1735,Chevron,8493799028,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Checking,Open,USD
1736,Chevron,5427049213,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Checking,Open,USD
1737,American Tower Corp.,6959045823,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Operating,Open,USD
1738,Creative Marketing Group,7435651629,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Settlement,Open,USD
1739,"Amazon.com, Inc.",3446002883,PNC Bank,43000096,PTY2779315664,BNK5511105923,Settlement,Restricted,USD
1740,Innovative Tech Solutions,9353310985,JPMorgan Chase,21000021,PTY8946337887,BNK0502728543,Settlement,Open,USD
1741,Precision Manufacturing Inc.,6401035403,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,Settlement,Restricted,USD
1742,Target Corp.,9713582212,BMO Harris Bank (US),71000288,PTY7876339522,BNK8987547752,Checking,Open,USD
1743,The Walt Disney Company,5231702739,BMO Harris Bank (US),71000288,PTY6809545140,BNK8987547752,Settlement,Open,USD
1744,Starbucks Corp.,3796342836,PNC Bank,43000096,PTY4366635798,BNK5511105923,DDA,Restricted,USD
1745,Ford Motor Company,1901013504,U.S. Bank,91000022,PTY7056058482,BNK1729803148,Savings,Open,USD
1746,Digital Realty Trust,7853241038,U.S. Bank,91000022,PTY9286704350,BNK1729803148,Operating,Restricted,USD
1747,Sysco Corporation,2606251202,BMO Harris Bank (US),71000288,PTY5683558312,BNK8987547752,DDA,Restricted,USD
1748,UnitedHealth Group,2349099711,Bank of America,26009593,PTY2077606336,BNK2654045252,Savings,Open,USD
1749,Starbucks Corp.,9971836978,PNC Bank,43000096,PTY4366635798,BNK5511105923,Operating,Open,USD
1750,Boeing,3866546435,BMO Harris Bank (US),71000288,PTY4316007792,BNK8987547752,Settlement,Restricted,USD
1751,Digital Realty Trust,2776844684,Citibank,21000089,PTY9286704350,BNK7811237235,Savings,Open,USD
1752,Precision Manufacturing Inc.,1316669631,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,Checking,Open,USD
1753,Intel Corp.,6128230519,Citibank,21000089,PTY1011683210,BNK7811237235,Savings,Open,USD
1754,Chevron,9228521768,Wells Fargo,121000248,PTY3748933244,BNK3042761640,DDA,Open,USD
1755,UnitedHealth Group,4705928302,BMO Harris Bank (US),71000288,PTY2077606336,BNK8987547752,Operating,Open,USD
1756,General Motors,4671719446,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Settlement,Open,USD
1757,PepsiCo,1114297273,U.S. Bank,91000022,PTY9667484413,BNK1729803148,DDA,Open,USD
1758,Walgreens Boots Alliance,6294954704,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,Checking,Open,USD
1759,Target Corp.,6199406802,Wells Fargo,121000248,PTY7876339522,BNK3042761640,DDA,Open,USD
1760,PayDay Services Inc.,1297616230,JPMorgan Chase,21000021,PTY8831115208,BNK0502728543,DDA,Open,USD
1761,Chevron,2748238846,JPMorgan Chase,21000021,PTY3748933244,BNK0502728543,Savings,Open,USD
1762,CVS Health,2205033855,JPMorgan Chase,21000021,PTY1282810700,BNK0502728543,Operating,Restricted,USD
1763,Cardinal Health,1108562897,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Settlement,Restricted,USD
1764,Boeing,7421713803,"TD Bank, N.A. (US)",31101266,PTY4316007792,BNK5167971386,Checking,Open,USD
1765,Oracle Corp.,5027568497,JPMorgan Chase,21000021,PTY2635862597,BNK0502728543,Savings,Open,USD
1766,Procter & Gamble,5468841408,BMO Harris Bank (US),71000288,PTY9114316110,BNK8987547752,Operating,Open,USD
1767,Digital Realty Trust,5968222880,PNC Bank,43000096,PTY9286704350,BNK5511105923,DDA,Open,USD
1768,Kroger,7878083295,PNC Bank,43000096,PTY2816857400,BNK5511105923,Operating,Open,USD
1769,Johnson & Johnson,9006887728,PNC Bank,43000096,PTY0042961820,BNK5511105923,Operating,Open,USD
1770,Global Logistics Partners,9308379466,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,Checking,Restricted,USD
1771,Precision Manufacturing Inc.,2585417247,"TD Bank, N.A. (US)",31101266,PTY0015665627,BNK5167971386,Savings,Open,USD
1772,The Walt Disney Company,9298981643,U.S. Bank,91000022,PTY6809545140,BNK1729803148,Settlement,Open,USD
1773,Delta Air Lines,9121730349,Citibank,21000089,PTY6986278352,BNK7811237235,DDA,Open,USD
1774,Target Corp.,8352229140,BMO Harris Bank (US),71000288,PTY7876339522,BNK8987547752,Operating,Open,USD
1775,Walgreens Boots Alliance,8773199270,U.S. Bank,91000022,PTY8610634653,BNK1729803148,Settlement,Open,USD
1776,Verizon Communications,5030371176,BMO Harris Bank (US),71000288,PTY7037572584,BNK8987547752,Checking,Open,USD
1777,General Motors,6314041721,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Operating,Open,USD
1778,Delta Air Lines,3698117252,BMO Harris Bank (US),71000288,PTY6986278352,BNK8987547752,Savings,Open,USD
1779,Oracle Corp.,5543648791,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Settlement,Open,USD
